ID,Player,Position,Age,MarketValue,TeamLeft,LeagueLeft,TeamJoined,LeagueJoined,TransferFee,PlayerID,TeamLeftID,LeagueLeftID,TeamJoinedID,LeagueJoinedID,TeamLeft2,CountryLeft,TeamJoined2,CountryJoined
366,Andy Delort,Centre-Forward,28,12500000.0,Toulouse,Ligue 1,Montpellier,Ligue 1,4500000.0,122797,415,FR1,969,FR1,FC Toulouse,France,HSC Montpellier,France
367,Woo-yeong Jeong,Right Winger,20,2000000.0,FC Bayern II,3. Liga,SC Freiburg,Bundesliga,4500000.0,297583,28,L3,60,L1,FC Bayern Munich II,Germany,SC Freiburg,Germany
368,Fabio Depaoli,Right-Back,22,5000000.0,Chievo Verona,Serie B,Sampdoria,Serie A,4500000.0,324282,862,IT2,1038,IT1,Chievo Verona,Italy,UC Sampdoria,Italy
369,Rúben Semedo,Centre-Back,25,2000000.0,Villarreal,LaLiga,Olympiacos,Super League 1,4500000.0,197602,1050,ES1,683,GR1,Villarreal CF,Spain,Olympiacos Piraeus,Greece
370,Alexander Djiku,Centre-Back,25,8000000.0,SM Caen,Ligue 2,R. Strasbourg,Ligue 1,4500000.0,250844,1162,FR2,667,FR1,SM Caen,France,RC Strasbourg Alsace,France
371,Lucien Agoume,Central Midfield,17,3500000.0,FC Sochaux,Ligue 2,Inter,Serie A,4500000.0,569384,750,FR2,46,IT1,FC Sochaux-Montbéliard,France,Inter Milan,Italy
372,Denis Bouanga,Left Winger,24,6000000.0,Nîmes Olympique,Ligue 1,Saint-Étienne,Ligue 1,4500000.0,236045,1160,FR1,618,FR1,Nîmes Olympique,France,AS Saint-Étienne,France
373,Fernando,Defensive Midfield,32,4500000.0,Galatasaray,Süper Lig,Sevilla FC,LaLiga,4500000.0,51174,141,TR1,368,ES1,Galatasaray SK,Turkey,Sevilla FC,Spain
374,Leonardo Mancuso,Centre-Forward,27,2500000.0,Juventus,Serie A,FC Empoli,Serie B,4500000.0,160344,506,IT1,749,IT2,Juventus FC,Italy,FC Empoli,Italy
375,Michael Ngadeu Ngadjui,Centre-Back,28,4500000.0,Slavia Prag,Fortuna Liga,KAA Gent,Jupiler Pro League,4500000.0,227239,62,TS1,157,BE1,SK Slavia Prag,Czech Republic,KAA Gent,Belgium
376,Jack Stacey,Right-Back,23,0.0,Luton,Championship,Bournemouth,Premier League,4450000.0,249356,1031,GB2,989,GB1,Luton Town,England,AFC Bournemouth,England
377,Tommy Smith,Right-Back,27,3000000.0,Huddersfield,Championship,Stoke City,Championship,4450000.0,121398,1110,GB2,512,GB2,Huddersfield Town,England,Stoke City,England
378,Aden Flint,Centre-Back,30,7000000.0,Middlesbrough,Championship,Cardiff,Championship,4450000.0,105324,641,GB2,603,GB2,Middlesbrough FC,England,Cardiff City,Wales
379,Guillermo Fernández,Attacking Midfield,28,6000000.0,Racing Club,Superliga,CD Cruz Azul,Liga MX Apertura,4430000.0,220647,1444,AR1N,3711,MEXA,Racing Club,Argentina,CD Cruz Azul,Mexico
382,Charlie Austin,Centre-Forward,30,8000000.0,Southampton,Premier League,West Brom,Championship,4300000.0,129627,180,GB1,984,GB2,Southampton FC,England,West Bromwich Albion,England
385,Jonathan Schmid,Right-Back,29,5000000.0,FC Augsburg,Bundesliga,SC Freiburg,Bundesliga,4000000.0,70285,167,L1,60,L1,FC Augsburg,Germany,SC Freiburg,Germany
387,Sergio León,Centre-Forward,30,3000000.0,Real Betis,LaLiga,Levante,LaLiga,4000000.0,145769,150,ES1,3368,ES1,Real Betis Balompié,Spain,Levante UD,Spain
389,Birger Verstraete,Defensive Midfield,25,4000000.0,KAA Gent,Jupiler Pro League,1. FC Köln,Bundesliga,4000000.0,234193,157,BE1,3,L1,KAA Gent,Belgium,1. FC Köln,Germany
390,Pawel Jaroszynski,Left-Back,25,400000.0,Chievo Verona,Serie B,Genoa,Serie A,4000000.0,287600,862,IT2,252,IT1,Chievo Verona,Italy,Genoa CFC,Italy
391,Chiquinho,Second Striker,24,6000000.0,Moreirense,Liga NOS,Benfica,Liga NOS,4000000.0,334557,979,PO1,294,PO1,Moreirense FC,Portugal,SL Benfica,Portugal
393,Carlos Gruezo,Defensive Midfield,24,2000000.0,FC Dallas,MLS,FC Augsburg,Bundesliga,4000000.0,189475,8816,MLS1,167,L1,FC Dallas,United States,FC Augsburg,Germany
395,Nana Ampomah,Left Winger,23,2500000.0,Waasl.-Beveren,Jupiler Pro League,F. Düsseldorf,Bundesliga,4000000.0,429086,28643,BE1,38,L1,Waasland-Beveren,Belgium,Fortuna Düsseldorf,Germany
396,Ianis Hagi,Attacking Midfield,20,6000000.0,FC Viitorul,Liga 1,KRC Genk,Jupiler Pro League,4000000.0,282076,29831,RO1,1184,BE1,FC Viitorul ,Romania,KRC Genk,Belgium
397,Edu Expósito,Central Midfield,23,4000000.0,Dep. La Coruña,LaLiga2,SD Eibar,LaLiga,4000000.0,506248,897,ES2,1533,ES1,Deportivo de La Coruña,Spain,SD Eibar,Spain
398,Marc Cucurella,Left-Back,21,10000000.0,SD Eibar,LaLiga,FC Barcelona,LaLiga,4000000.0,284857,1533,ES1,131,ES1,SD Eibar,Spain,FC Barcelona,Spain
399,Reziuan Mirzov,Left Winger,26,2500000.0,Rostov,Premier Liga,Spartak Moscow,Premier Liga,4000000.0,232093,1083,RU1,232,RU1,FK Rostov,Russia,Spartak Moscow,Russia
400,Manu García,Attacking Midfield,21,5000000.0,Man City,Premier League,Sporting Gijón,LaLiga2,4000000.0,277118,281,GB1,2448,ES2,Manchester City,England,Sporting Gijón,Spain
401,Sebastian Rode,Central Midfield,29,3000000.0,Bor. Dortmund,Bundesliga,E. Frankfurt,Bundesliga,4000000.0,44466,16,L1,24,L1,Borussia Dortmund,Germany,Eintracht Frankfurt,Germany
402,Lucas Romero,Defensive Midfield,25,2500000.0,Cruzeiro,Série A,Independiente,Superliga,4000000.0,242201,609,BRA1,1234,AR1N,Cruzeiro Esporte Clube,Brazil,Club Atlético Independiente,Argentina
403,Jordan Larsson,Centre-Forward,22,800000.0,Norrköping,Allsvenskan,Spartak Moscow,Premier Liga,4000000.0,308552,2844,SE1,232,RU1,IFK Norrköping,Sweden,Spartak Moscow,Russia
404,Edouard Mendy,Goalkeeper,27,9000000.0,Reims,Ligue 1,Stade Rennais,Ligue 1,4000000.0,442531,1421,FR1,273,FR1,Stade Reims,France,Stade Rennais FC,France
406,Lamine Fomba,Defensive Midfield,21,2500000.0,AJ Auxerre,Ligue 2,Nîmes Olympique,Ligue 1,4000000.0,391376,290,FR2,1160,FR1,AJ Auxerre,France,Nîmes Olympique,France
407,Georges-Kevin N'Koudou,Left Winger,24,5000000.0,Spurs,Premier League,Besiktas,Süper Lig,4000000.0,215679,148,GB1,114,TR1,Tottenham Hotspur,England,Besiktas JK,Turkey
409,Yannick Gomis,Centre-Forward,27,1000000.0,Lens,Ligue 2,Guingamp,Ligue 2,4000000.0,220848,826,FR2,855,FR2,RC Lens,France,EA Guingamp,France
411,Egor Sorokin,Centre-Back,23,4000000.0,Rubin Kazan,Premier Liga,Krasnodar,Premier Liga,4000000.0,288721,2698,RU1,16704,RU1,Rubin Kazan,Russia,FK Krasnodar,Russia
413,Miha Mevlja,Centre-Back,29,3500000.0,Zenit S-Pb,Premier Liga,Sochi,Premier Liga,4000000.0,100160,964,RU1,41231,RU1,Zenit St. Petersburg,Russia,FC Sochi,Russia
414,Jonas Martin,Central Midfield,29,5000000.0,R. Strasbourg,Ligue 1,Stade Rennais,Ligue 1,4000000.0,127142,667,FR1,273,FR1,RC Strasbourg Alsace,France,Stade Rennais FC,France
416,Matt Clarke,Centre-Back,23,200000.0,Portsmouth,League One,Brighton,Premier League,3900000.0,307497,1020,GB3,1237,GB1,Portsmouth FC,England,Brighton & Hove Albion,England
417,Filip Helander,Centre-Back,26,2000000.0,Bologna,Serie A,Rangers,Premiership,3900000.0,198067,1025,IT1,124,SC1,Bologna FC 1909,Italy,Rangers FC,Scotland
418,Ben Osborn,Left Midfield,25,3000000.0,Nottm Forest,Championship,Sheffield Utd.,Premier League,3900000.0,218087,703,GB2,350,GB1,Nottingham Forest,England,Sheffield United,England
421,Mathias Jensen,Central Midfield,23,2500000.0,Celta de Vigo,LaLiga,Brentford,Championship,3800000.0,319859,940,ES1,1148,GB2,Celta de Vigo,Spain,Brentford FC,England
423,Manuel Pucciarelli,Second Striker,28,2000000.0,FC Empoli,Serie B,Chievo Verona,Serie B,3750000.0,163683,749,IT2,862,IT2,FC Empoli,Italy,Chievo Verona,Italy
424,Jaromir Zmrhal,Left Midfield,26,3250000.0,Slavia Prag,Fortuna Liga,Brescia,Serie A,3750000.0,235413,62,TS1,19,IT1,SK Slavia Prag,Czech Republic,Brescia Calcio,Italy
425,Julian Chabot,Centre-Back,21,3500000.0,FC Groningen,Eredivisie,Sampdoria,Serie A,3700000.0,303219,202,NL1,1038,IT1,FC Groningen,Netherlands,UC Sampdoria,Italy
426,Benjamin Nygren,Right Winger,18,3700000.0,IFK Göteborg,Allsvenskan,KRC Genk,Jupiler Pro League,3700000.0,475949,801,SE1,1184,BE1,IFK Göteborg,Sweden,KRC Genk,Belgium
427,Bernard Mensah,Central Midfield,25,2300000.0,Atlético Madrid,LaLiga,Kayserispor,Süper Lig,3600000.0,324321,13,ES1,3205,TR1,Atlético Madrid,Spain,Kayserispor,Turkey
428,Gonzalo Melero,Central Midfield,25,4000000.0,SD Huesca,LaLiga2,Levante,LaLiga,3600000.0,162056,5358,ES2,3368,ES1,SD Huesca,Spain,Levante UD,Spain
429,Victor Nelsson,Centre-Back,21,3000000.0,Nordsjaelland,Superligaen,FC Copenhagen,Superligaen,3600000.0,422951,2778,DK1,190,DK1,FC Nordsjaelland,Denmark,FC Copenhagen,Denmark
432,Pawel Dawidowicz,Centre-Back,24,2000000.0,Benfica,Liga NOS,Hellas Verona,Serie A,3500000.0,248732,294,PO1,276,IT1,SL Benfica,Portugal,Hellas Verona,Italy
433,João Victor,Left Winger,25,3000000.0,LASK,Bundesliga,VfL Wolfsburg,Bundesliga,3500000.0,381724,413,A1,82,L1,LASK,Austria,VfL Wolfsburg,Germany
434,Christian Nörgaard,Defensive Midfield,25,2000000.0,Fiorentina,Serie A,Brentford,Championship,3500000.0,148367,430,IT1,1148,GB2,ACF Fiorentina,Italy,Brentford FC,England
435,Marco Friedl,Centre-Back,21,2500000.0,Bayern Munich,Bundesliga,Werder Bremen,Bundesliga,3500000.0,156990,27,L1,86,L1,Bayern Munich,Germany,SV Werder Bremen,Germany
437,Dimitrios Nikolaou,Centre-Back,21,2500000.0,Olympiacos,Super League 1,FC Empoli,Serie B,3500000.0,292772,683,GR1,749,IT2,Olympiacos Piraeus,Greece,FC Empoli,Italy
438,Efthymios Koulouris,Centre-Forward,23,5000000.0,PAOK Salonika,Super League 1,Toulouse,Ligue 1,3500000.0,242638,1091,GR1,415,FR1,PAOK Thessaloniki,Greece,FC Toulouse,France
439,Stephen Odey,Centre-Forward,21,2000000.0,FC Zürich,Super League,KRC Genk,Jupiler Pro League,3500000.0,491890,260,C1,1184,BE1,FC Zürich,Switzerland,KRC Genk,Belgium
440,David Ospina,Goalkeeper,31,4000000.0,Arsenal,Premier League,SSC Napoli,Serie A,3500000.0,73396,11,GB1,6195,IT1,Arsenal FC,England,SSC Napoli,Italy
441,Vedat Muriqi,Centre-Forward,25,2500000.0,C. Rizespor,Süper Lig,Fenerbahce,Süper Lig,3500000.0,256267,126,TR1,36,TR1,Caykur Rizespor,Turkey,Fenerbahce SK,Turkey
442,Felipe Avenatti,Centre-Forward,26,5000000.0,Bologna,Serie A,Standard Liège,Jupiler Pro League,3500000.0,216375,1025,IT1,3057,BE1,Bologna FC 1909,Italy,Standard Liège,Belgium
443,Alessandro Murgia,Central Midfield,23,5000000.0,Lazio,Serie A,SPAL,Serie A,3500000.0,289061,398,IT1,2722,IT1,SS Lazio,Italy,SPAL,Italy
445,Sada Thioub,Right Midfield,24,5500000.0,Nîmes Olympique,Ligue 1,SCO Angers,Ligue 1,3500000.0,290593,1160,FR1,1420,FR1,Nîmes Olympique,France,SCO Angers,France
446,Anderson Esiti,Defensive Midfield,25,3000000.0,KAA Gent,Jupiler Pro League,PAOK Salonika,Super League 1,3500000.0,245027,157,BE1,1091,GR1,KAA Gent,Belgium,PAOK Thessaloniki,Greece
447,Ryad Boudebouz,Attacking Midfield,29,6000000.0,Real Betis,LaLiga,Saint-Étienne,Ligue 1,3500000.0,77826,150,ES1,618,FR1,Real Betis Balompié,Spain,AS Saint-Étienne,France
450,Galeno,Left Winger,21,3000000.0,FC Porto,Liga NOS,Braga,Liga NOS,3500000.0,454121,720,PO1,1075,PO1,FC Porto,Portugal,SC Braga,Portugal
452,Mounir Chouiar,Left Winger,20,1000000.0,Lens,Ligue 2,Dijon,Ligue 1,3500000.0,355641,826,FR2,2969,FR1,RC Lens,France,FCO Dijon,France
453,Kortney Hause,Centre-Back,24,1000000.0,Wolves,Premier League,Aston Villa,Premier League,3400000.0,233124,543,GB1,405,GB1,Wolverhampton Wanderers,England,Aston Villa,England
454,Ethan Pinnock,Centre-Back,26,500000.0,Barnsley FC,Championship,Brentford,Championship,3350000.0,442248,349,GB2,1148,GB2,Barnsley FC,England,Brentford FC,England
455,David Raya,Goalkeeper,24,1500000.0,Blackburn,Championship,Brentford,Championship,3350000.0,262749,164,GB2,1148,GB2,Blackburn Rovers,England,Brentford FC,England
457,Boli Bolingoli,Left-Back,24,3500000.0,Rapid Vienna,Bundesliga,Celtic,Premiership,3340000.0,168156,170,A1,371,SC1,Rapid Vienna,Austria,Celtic FC,Scotland
458,Alexander Barboza,Centre-Back,24,4500000.0,River Plate,Superliga,Independiente,Superliga,3300000.0,379752,209,AR1N,1234,AR1N,Club Atlético River Plate,Argentina,Club Atlético Independiente,Argentina
459,Quique,Centre-Forward,29,1500000.0,Dep. La Coruña,LaLiga2,SD Eibar,LaLiga,3300000.0,79352,897,ES2,1533,ES1,Deportivo de La Coruña,Spain,SD Eibar,Spain
461,James McCarthy,Central Midfield,28,5000000.0,Everton,Premier League,Crystal Palace,Premier League,3300000.0,45333,29,GB1,873,GB1,Everton FC,England,Crystal Palace,England
462,Maximiliano Lovera,Second Striker,20,4000000.0,CA Rosario,Superliga,Olympiacos,Super League 1,3300000.0,441422,1418,AR1N,683,GR1,Club Atlético Rosario Central,Argentina,Olympiacos Piraeus,Greece
464,Nicolás Reniero,Centre-Forward,24,3500000.0,San Lorenzo,Superliga,Racing Club,Superliga,3250000.0,496415,1775,AR1N,1444,AR1N,Club Atlético San Lorenzo de Almagro,Argentina,Racing Club,Argentina
465,Romaine Sawyers,Attacking Midfield,27,3000000.0,Brentford,Championship,West Brom,Championship,3200000.0,113036,1148,GB2,984,GB2,Brentford FC,England,West Bromwich Albion,England
467,Nicolas Gavory,Left-Back,24,1750000.0,FC Utrecht,Eredivisie,Standard Liège,Jupiler Pro League,3100000.0,182816,200,NL1,3057,BE1,FC Utrecht,Netherlands,Standard Liège,Belgium
469,Fiete Arp,Centre-Forward,19,4000000.0,Hamburger SV,2. Bundesliga,Bayern Munich,Bundesliga,3000000.0,343337,41,L2,27,L1,Hamburger SV,Germany,Bayern Munich,Germany
470,David Kinsombi,Defensive Midfield,23,3000000.0,Holstein Kiel,2. Bundesliga,Hamburger SV,2. Bundesliga,3000000.0,196834,269,L2,41,L2,Holstein Kiel,Germany,Hamburger SV,Germany
471,Obbi Oulare,Centre-Forward,23,1800000.0,Watford,Premier League,Standard Liège,Jupiler Pro League,3000000.0,314959,1010,GB1,3057,BE1,Watford FC,England,Standard Liège,Belgium
472,Pedro Bigas,Centre-Back,29,3000000.0,UD Las Palmas,LaLiga2,SD Eibar,LaLiga,3000000.0,203043,472,ES2,1533,ES1,UD Las Palmas,Spain,SD Eibar,Spain
473,Kaio,Defensive Midfield,24,3000000.0,Santa Clara,Liga NOS,Krasnodar,Premier Liga,3000000.0,523363,2423,PO1,16704,RU1,CD Santa Clara,Portugal,FK Krasnodar,Russia
474,Jonathan Silva,Left-Back,25,3000000.0,Sporting CP,Liga NOS,CD Leganés,LaLiga,3000000.0,189453,336,PO1,1244,ES1,Sporting CP,Portugal,CD Leganés,Spain
475,Fabien Centonze,Right-Back,23,1500000.0,Lens,Ligue 2,FC Metz,Ligue 1,3000000.0,384859,826,FR2,347,FR1,RC Lens,France,FC Metz,France
476,Rubén García,Attacking Midfield,26,3500000.0,Levante,LaLiga,CA Osasuna,LaLiga,3000000.0,213260,3368,ES1,331,ES1,Levante UD,Spain,CA Osasuna,Spain
477,Ezequiel Ponce,Centre-Forward,22,4000000.0,AS Roma,Serie A,Spartak Moscow,Premier Liga,3000000.0,296783,12,IT1,232,RU1,AS Roma,Italy,Spartak Moscow,Russia
478,Igor,Centre-Back,21,1500000.0,RB Salzburg,Bundesliga,SPAL,Serie A,3000000.0,380350,409,A1,2722,IT1,Red Bull Salzburg,Austria,SPAL,Italy
479,Chang-hun Kwon,Right Winger,25,5500000.0,Dijon,Ligue 1,SC Freiburg,Bundesliga,3000000.0,259350,2969,FR1,60,L1,FCO Dijon,France,SC Freiburg,Germany
480,Mattia Valoti,Central Midfield,26,1000000.0,Hellas Verona,Serie A,SPAL,Serie A,3000000.0,167741,276,IT1,2722,IT1,Hellas Verona,Italy,SPAL,Italy
481,Reinildo Mandava,Left-Back,25,600000.0,Belenenses SAD,Liga NOS,LOSC Lille,Ligue 1,3000000.0,240692,2457,PO1,1082,FR1,Belenenses SAD,Portugal,LOSC Lille,France
482,Douglas Augusto,Central Midfield,22,2000000.0,Corinthians,Série A,PAOK Salonika,Super League 1,3000000.0,393621,199,BRA1,1091,GR1,Sport Club Corinthians Paulista,Brazil,PAOK Thessaloniki,Greece
483,Eduardo Henrique,Defensive Midfield,24,2500000.0,Internacional,Série A,Sporting CP,Liga NOS,3000000.0,216118,6600,BRA1,336,PO1,Sport Club Internacional,Brazil,Sporting CP,Portugal
484,Dmitri Poloz,Centre-Forward,28,4000000.0,Zenit S-Pb,Premier Liga,Sochi,Premier Liga,3000000.0,98539,964,RU1,41231,RU1,Zenit St. Petersburg,Russia,FC Sochi,Russia
486,Sory Kaba,Centre-Forward,24,2000000.0,Dijon,Ligue 1,FC Midtjylland,Superligaen,3000000.0,355689,2969,FR1,865,DK1,FCO Dijon,France,FC Midtjylland,Denmark
488,Raniel,Centre-Forward,23,1500000.0,Cruzeiro,Série A,São Paulo,Série A,3000000.0,349583,609,BRA1,585,BRA1,Cruzeiro Esporte Clube,Brazil,São Paulo Futebol Clube,Brazil
489,Aleksey Sutormin,Right Winger,25,3500000.0,Rubin Kazan,Premier Liga,Zenit S-Pb,Premier Liga,3000000.0,217033,2698,RU1,964,RU1,Rubin Kazan,Russia,Zenit St. Petersburg,Russia
490,Elmir Nabiullin,Left-Back,24,3000000.0,Zenit S-Pb,Premier Liga,Sochi,Premier Liga,3000000.0,214257,964,RU1,41231,RU1,Zenit St. Petersburg,Russia,FC Sochi,Russia
491,Iván Marcano,Centre-Back,32,4000000.0,AS Roma,Serie A,FC Porto,Liga NOS,3000000.0,57723,12,IT1,720,PO1,AS Roma,Italy,FC Porto,Portugal
493,Domingos Duarte,Centre-Back,24,2500000.0,Sporting CP,Liga NOS,Granada CF,LaLiga,3000000.0,257376,336,PO1,16795,ES1,Sporting CP,Portugal,Granada CF,Spain
494,Marcus Coco,Right Winger,23,3000000.0,Guingamp,Ligue 2,FC Nantes,Ligue 1,3000000.0,353365,855,FR2,995,FR1,EA Guingamp,France,FC Nantes,France
496,Allan Nyom,Right-Back,31,3000000.0,West Brom,Championship,Getafe,LaLiga,3000000.0,111508,984,GB2,3709,ES1,West Bromwich Albion,England,Getafe CF,Spain
497,Darwin Machís,Left Winger,26,3000000.0,Udinese Calcio,Serie A,Granada CF,LaLiga,3000000.0,211251,410,IT1,16795,ES1,Udinese Calcio,Italy,Granada CF,Spain
498,Luis Advíncula,Right-Back,29,3000000.0,Tigres UANL,Liga MX Apertura,Rayo Vallecano,LaLiga2,3000000.0,103890,7055,MEXA,367,ES2,Tigres UANL,Mexico,Rayo Vallecano,Spain
499,Gonçalo Cardoso,Centre-Back,18,2500000.0,Boavista,Liga NOS,West Ham,Premier League,3000000.0,587106,2503,PO1,379,GB1,Boavista Porto FC,Portugal,West Ham United,England
500,Casimir Ninga,Left Winger,26,3000000.0,SM Caen,Ligue 2,SCO Angers,Ligue 1,3000000.0,392810,1162,FR2,1420,FR1,SM Caen,France,SCO Angers,France
501,Gaël Kakuta,Attacking Midfield,28,2000000.0,Rayo Vallecano,LaLiga2,SC Amiens,Ligue 1,3000000.0,74297,367,ES2,1416,FR1,Rayo Vallecano,Spain,SC Amiens,France
502,Shinji Kagawa,Attacking Midfield,30,6000000.0,Bor. Dortmund,Bundesliga,Real Zaragoza,LaLiga2,3000000.0,81785,16,L1,142,ES2,Borussia Dortmund,Germany,Real Zaragoza,Spain
503,Federico Ricca,Left-Back,24,2500000.0,Málaga CF,LaLiga2,Club Brugge,Jupiler Pro League,3000000.0,285322,1084,ES2,2282,BE1,Málaga CF,Spain,Club Brugge KV,Belgium
504,Mert Cetin,Centre-Back,22,250000.0,Genclerbirligi,Süper Lig,AS Roma,Serie A,3000000.0,391498,820,TR1,12,IT1,Genclerbirligi Ankara,Turkey,AS Roma,Italy
505,Luka Ivanusec,Attacking Midfield,20,1450000.0,NK Lokomotiva,1.HNL,Dinamo Zagreb,1.HNL,3000000.0,387105,11194,KR1,419,KR1,NK Lokomotiva Zagreb,Croatia,GNK Dinamo Zagreb,Croatia
506,Dario Maresic,Centre-Back,20,3000000.0,Sturm Graz,Bundesliga,Reims,Ligue 1,3000000.0,307807,122,A1,1421,FR1,SK Sturm Graz,Austria,Stade Reims,France
511,Benson Manuel,Right Winger,22,4000000.0,KRC Genk,Jupiler Pro League,Royal Antwerp,Jupiler Pro League,3000000.0,322702,1184,BE1,1096,BE1,KRC Genk,Belgium,Royal Antwerp FC,Belgium
512,Philipp Förster,Attacking Midfield,24,1500000.0,SV Sandhausen,2. Bundesliga,VfB Stuttgart,2. Bundesliga,3000000.0,179635,254,L2,79,L2,SV Sandhausen,Germany,VfB Stuttgart,Germany
516,Odilon Kossounou,Centre-Back,18,2800000.0,Hammarby,Allsvenskan,Club Brugge,Jupiler Pro League,2800000.0,644771,1059,SE1,2282,BE1,Hammarby IF,Sweden,Club Brugge KV,Belgium
518,Jordan Ayew,Centre-Forward,28,8000000.0,Swansea,Championship,Crystal Palace,Premier League,2800000.0,108354,2288,GB2,873,GB1,Swansea City,Wales,Crystal Palace,England
519,Arnaud Souquet,Right-Back,27,3500000.0,KAA Gent,Jupiler Pro League,Montpellier,Ligue 1,2800000.0,111058,157,BE1,969,FR1,KAA Gent,Belgium,HSC Montpellier,France
520,Bailey Peacock-Farrell,Goalkeeper,22,1500000.0,Leeds,Championship,Burnley,Premier League,2750000.0,410436,399,GB2,1132,GB1,Leeds United,England,Burnley FC,England
521,Mohamed Fares,Left Midfield,23,6000000.0,Hellas Verona,Serie A,SPAL,Serie A,2700000.0,287700,276,IT1,2722,IT1,Hellas Verona,Italy,SPAL,Italy
522,Chimy Ávila,Left Winger,25,5000000.0,San Lorenzo,Superliga,CA Osasuna,LaLiga,2700000.0,167721,1775,AR1N,331,ES1,Club Atlético San Lorenzo de Almagro,Argentina,CA Osasuna,Spain
525,Enzo Crivelli,Centre-Forward,24,4000000.0,SM Caen,Ligue 2,Basaksehir,Süper Lig,2700000.0,291110,1162,FR2,6890,TR1,SM Caen,France,Istanbul Basaksehir FK,Turkey
526,Jamal Lowe,Right Winger,25,75000.0,Portsmouth,League One,Wigan,Championship,2700000.0,239949,1020,GB3,1071,GB2,Portsmouth FC,England,Wigan Athletic,England
527,Kieffer Moore,Centre-Forward,27,750000.0,Barnsley FC,Championship,Wigan,Championship,2700000.0,275590,349,GB2,1071,GB2,Barnsley FC,England,Wigan Athletic,England
529,Karlo Bartolec,Right-Back,24,2000000.0,Nordsjaelland,Superligaen,FC Copenhagen,Superligaen,2670000.0,291947,2778,DK1,190,DK1,FC Nordsjaelland,Denmark,FC Copenhagen,Denmark
536,Samuel Di Carmine,Centre-Forward,31,1700000.0,Perugia,Serie B,Hellas Verona,Serie A,2500000.0,45389,839,IT2,276,IT1,AC Perugia Calcio,Italy,Hellas Verona,Italy
537,Orestis Karnezis,Goalkeeper,34,1500000.0,Udinese Calcio,Serie A,SSC Napoli,Serie A,2500000.0,16408,410,IT1,6195,IT1,Udinese Calcio,Italy,SSC Napoli,Italy
538,Evander,Central Midfield,21,3500000.0,Vasco da Gama,Série A,FC Midtjylland,Superligaen,2500000.0,323874,978,BRA1,865,DK1,Club de Regatas Vasco da Gama,Brazil,FC Midtjylland,Denmark
539,Cristian Ansaldi,Left-Back,33,5000000.0,Inter,Serie A,Torino,Serie A,2500000.0,55854,46,IT1,416,IT1,Inter Milan,Italy,Torino FC,Italy
540,Brandley Kuwas,Right Winger,27,4000000.0,Heracles Almelo,Eredivisie,Al-Nasr,UAE Gulf League,2500000.0,232219,1304,NL1,5432,UAE1,Heracles Almelo,Netherlands,Al-Nasr (Dubai),United Arab Emirates
541,José Sá,Goalkeeper,26,2500000.0,FC Porto,Liga NOS,Olympiacos,Super League 1,2500000.0,249994,720,PO1,683,GR1,FC Porto,Portugal,Olympiacos Piraeus,Greece
542,Bernard Tekpetey,Right Winger,22,2500000.0,SC Paderborn,Bundesliga,FC Schalke 04,Bundesliga,2500000.0,422380,127,L1,33,L1,SC Paderborn 07,Germany,FC Schalke 04,Germany
543,Luca Itter,Left-Back,20,2000000.0,VfL Wolfsburg,Bundesliga,SC Freiburg,Bundesliga,2500000.0,296378,82,L1,60,L1,VfL Wolfsburg,Germany,SC Freiburg,Germany
544,Philipp Klement,Attacking Midfield,27,2500000.0,SC Paderborn,Bundesliga,VfB Stuttgart,2. Bundesliga,2500000.0,60394,127,L1,79,L2,SC Paderborn 07,Germany,VfB Stuttgart,Germany
545,Florian Niederlechner,Centre-Forward,28,3500000.0,SC Freiburg,Bundesliga,FC Augsburg,Bundesliga,2500000.0,152963,60,L1,167,L1,SC Freiburg,Germany,FC Augsburg,Germany
548,Jhonder Cádiz,Centre-Forward,24,2000000.0,Vitória Setúbal,Liga NOS,Benfica,Liga NOS,2500000.0,271256,1085,PO1,294,PO1,Vitória Setúbal FC,Portugal,SL Benfica,Portugal
549,Dmitri Zhivoglyadov,Right-Back,25,2800000.0,Ufa,Premier Liga,Loko Moscow,Premier Liga,2500000.0,178335,28095,RU1,932,RU1,FK Ufa,Russia,Lokomotiv Moscow,Russia
550,Ruben Vargas,Left Winger,21,4000000.0,FC Luzern,Super League,FC Augsburg,Bundesliga,2500000.0,345886,434,C1,167,L1,FC Luzern,Switzerland,FC Augsburg,Germany
551,Murilo Cerqueira,Centre-Back,22,1000000.0,Cruzeiro,Série A,Loko Moscow,Premier Liga,2500000.0,458710,609,BRA1,932,RU1,Cruzeiro Esporte Clube,Brazil,Lokomotiv Moscow,Russia
552,Mattia Bani,Centre-Back,25,2500000.0,Chievo Verona,Serie B,Bologna,Serie A,2500000.0,176139,862,IT2,1025,IT1,Chievo Verona,Italy,Bologna FC 1909,Italy
553,Marc Cardona,Centre-Forward,24,1500000.0,FC Barcelona,LaLiga,CA Osasuna,LaLiga,2500000.0,443222,131,ES1,331,ES1,FC Barcelona,Spain,CA Osasuna,Spain
555,Nikola Dovedan,Second Striker,25,1750000.0,1.FC Heidenheim,2. Bundesliga,1.FC Nuremberg,2. Bundesliga,2500000.0,120189,2036,L2,4,L2,1.FC Heidenheim 1846,Germany,1.FC Nuremberg,Germany
