ID,Player,Position,Age,MarketValue,TeamLeft,LeagueLeft,TeamJoined,LeagueJoined,TransferFee,PlayerID,TeamLeftID,LeagueLeftID,TeamJoinedID,LeagueJoinedID,TeamLeft2,CountryLeft,TeamJoined2,CountryJoined
130,Lloyd Kelly,Left-Back,21,"9,00 mil. €",Bristol City,Championship,Bournemouth,Premier League,"14,80 mil. €",480116,698,GB2,989,GB1,Bristol City,England,AFC Bournemouth,England
131,Jakub Jankto,Central Midfield,23,"12,00 mil. €",Udinese Calcio,Serie A,Sampdoria,Serie A,"14,50 mil. €",319160,410,IT1,1038,IT1,Udinese Calcio,Italy,UC Sampdoria,Italy
132,Maxi Gómez,Centre-Forward,23,"40,00 mil. €",Celta de Vigo,LaLiga,Valencia,LaLiga,"14,50 mil. €",396894,940,ES1,1049,ES1,Celta de Vigo,Spain,Valencia CF,Spain
133,Joan Jordán,Central Midfield,25,"12,00 mil. €",SD Eibar,LaLiga,Sevilla FC,LaLiga,"14,00 mil. €",263727,1533,ES1,368,ES1,SD Eibar,Spain,Sevilla FC,Spain
134,Darío Benedetto,Centre-Forward,29,"15,00 mil. €",Boca Juniors,Superliga,Marseille,Ligue 1,"14,00 mil. €",92693,189,AR1N,244,FR1,Club Atlético Boca Juniors,Argentina,Olympique Marseille,France
135,Ruslan Malinovskyi,Central Midfield,26,"12,50 mil. €",KRC Genk,Jupiler Pro League,Atalanta,Serie A,"13,70 mil. €",207877,1184,BE1,800,IT1,KRC Genk,Belgium,Atalanta BC,Italy
136,Leander Dendoncker,Defensive Midfield,24,"18,00 mil. €",RSC Anderlecht,Jupiler Pro League,Wolves,Premier League,"13,50 mil. €",168157,58,BE1,543,GB1,RSC Anderlecht,Belgium,Wolverhampton Wanderers,England
137,Benjamin Lecomte,Goalkeeper,28,"17,00 mil. €",Montpellier,Ligue 1,Monaco,Ligue 1,"13,50 mil. €",127181,969,FR1,162,FR1,HSC Montpellier,France,AS Monaco,Monaco
138,Henry Onyekuru,Left Winger,22,"13,00 mil. €",Everton,Premier League,Monaco,Ligue 1,"13,50 mil. €",380415,29,GB1,162,FR1,Everton FC,England,AS Monaco,Monaco
139,Ezri Konsa,Centre-Back,21,"3,50 mil. €",Brentford,Championship,Aston Villa,Premier League,"13,30 mil. €",413403,1148,GB2,405,GB1,Brentford FC,England,Aston Villa,England
140,Christopher Nkunku,Central Midfield,21,"12,00 mil. €",Paris SG,Ligue 1,RB Leipzig,Bundesliga,"13,00 mil. €",344381,583,FR1,23826,L1,Paris Saint-Germain,France,RB Leipzig,Germany
141,Alexis Claude-Maurice,Left Winger,21,"7,50 mil. €",FC Lorient,Ligue 2,OGC Nice,Ligue 1,"13,00 mil. €",384593,1158,FR2,417,FR1,FC Lorient,France,OGC Nice,France
142,Valentin Rongier,Central Midfield,24,"15,00 mil. €",FC Nantes,Ligue 1,Marseille,Ligue 1,"13,00 mil. €",332889,995,FR1,244,FR1,FC Nantes,France,Olympique Marseille,France
143,Denis Suárez,Left Winger,25,"12,00 mil. €",FC Barcelona,LaLiga,Celta de Vigo,LaLiga,"12,90 mil. €",165007,131,ES1,940,ES1,FC Barcelona,Spain,Celta de Vigo,Spain
144,Zinho Vanheusden,Centre-Back,20,"10,00 mil. €",Inter,Serie A,Standard Liège,Jupiler Pro League,"12,60 mil. €",338672,46,IT1,3057,BE1,Inter Milan,Italy,Standard Liège,Belgium
145,Razvan Marin,Central Midfield,23,"13,50 mil. €",Standard Liège,Jupiler Pro League,Ajax,Eredivisie,"12,50 mil. €",295183,3057,BE1,610,NL1,Standard Liège,Belgium,Ajax Amsterdam,Netherlands
146,Stefan Lainer,Right-Back,27,"12,50 mil. €",RB Salzburg,Bundesliga,Bor. M'gladbach,Bundesliga,"12,50 mil. €",85791,409,A1,18,L1,Red Bull Salzburg,Austria,Borussia Mönchengladbach,Germany
147,Luuk de Jong,Centre-Forward,29,"12,00 mil. €",PSV Eindhoven,Eredivisie,Sevilla FC,LaLiga,"12,50 mil. €",72522,383,NL1,368,ES1,PSV Eindhoven,Netherlands,Sevilla FC,Spain
148,Isaac Mbenza,Right Winger,23,"5,00 mil. €",Montpellier,Ligue 1,Huddersfield,Championship,"12,50 mil. €",260806,969,FR1,1110,GB2,HSC Montpellier,France,Huddersfield Town,England
149,Stanley Nsoki,Left-Back,20,"8,50 mil. €",Paris SG,Ligue 1,OGC Nice,Ligue 1,"12,50 mil. €",371141,583,FR1,417,FR1,Paris Saint-Germain,France,OGC Nice,France
150,Simone Zaza,Centre-Forward,28,"10,00 mil. €",Valencia,LaLiga,Torino,Serie A,"12,00 mil. €",96828,1049,ES1,416,IT1,Valencia CF,Spain,Torino FC,Italy
151,Hannes Wolf,Attacking Midfield,20,"12,00 mil. €",RB Salzburg,Bundesliga,RB Leipzig,Bundesliga,"12,00 mil. €",321070,409,A1,23826,L1,Red Bull Salzburg,Austria,RB Leipzig,Germany
152,Emerson,Right-Back,20,"3,00 mil. €",Atlético-MG,Série A,FC Barcelona,LaLiga,"12,00 mil. €",476344,330,BRA1,131,ES1,Clube Atlético Mineiro,Brazil,FC Barcelona,Spain
153,Andrea Petagna,Centre-Forward,24,"20,00 mil. €",Atalanta,Serie A,SPAL,Serie A,"12,00 mil. €",199258,800,IT1,2722,IT1,Atalanta BC,Italy,SPAL,Italy
154,Grzegorz Krychowiak,Defensive Midfield,29,"18,00 mil. €",Paris SG,Ligue 1,Loko Moscow,Premier Liga,"12,00 mil. €",45184,583,FR1,932,RU1,Paris Saint-Germain,France,Lokomotiv Moscow,Russia
155,Angeliño,Left-Back,22,"16,00 mil. €",PSV Eindhoven,Eredivisie,Man City,Premier League,"12,00 mil. €",277179,383,NL1,281,GB1,PSV Eindhoven,Netherlands,Manchester City,England
156,Douglas Santos,Left-Back,25,"10,00 mil. €",Hamburger SV,2. Bundesliga,Zenit S-Pb,Premier Liga,"12,00 mil. €",220793,41,L2,964,RU1,Hamburger SV,Germany,Zenit St. Petersburg,Russia
157,Shoya Nakajima,Left Midfield,25,"25,00 mil. €",Al Duhail,Stars League,FC Porto,Liga NOS,"12,00 mil. €",188911,26091,QSL,720,PO1,Al Duhail Sports Club,Qatar,FC Porto,Portugal
158,Ionut Radu,Goalkeeper,22,"15,00 mil. €",Genoa,Serie A,Inter,Serie A,"12,00 mil. €",303657,252,IT1,46,IT1,Genoa CFC,Italy,Inter Milan,Italy
159,Nicolò Barella,Central Midfield,22,"36,00 mil. €",Cagliari Calcio,Serie A,Inter,Serie A,"Loan fee:12,00 mil. €",255942,1390,IT1,46,IT1,Cagliari Calcio,Italy,Inter Milan,Italy
160,Óliver Torres,Central Midfield,24,"17,00 mil. €",FC Porto,Liga NOS,Sevilla FC,LaLiga,"12,00 mil. €",214775,720,PO1,368,ES1,FC Porto,Portugal,Sevilla FC,Spain
161,Rémy Cabella,Attacking Midfield,29,"14,00 mil. €",Saint-Étienne,Ligue 1,Krasnodar,Premier Liga,"12,00 mil. €",113707,618,FR1,16704,RU1,AS Saint-Étienne,France,FK Krasnodar,Russia
162,Victor Osimhen,Centre-Forward,20,"13,00 mil. €",RSC Charleroi,Jupiler Pro League,LOSC Lille,Ligue 1,"12,00 mil. €",401923,172,BE1,1082,FR1,RSC Charleroi,Belgium,LOSC Lille,France
163,Marvelous Nakamba,Defensive Midfield,25,"6,50 mil. €",Club Brugge,Jupiler Pro League,Aston Villa,Premier League,"12,00 mil. €",324882,2282,BE1,405,GB1,Club Brugge KV,Belgium,Aston Villa,England
164,Pedro Porro,Right-Back,20,"10,00 mil. €",Girona,LaLiga2,Man City,Premier League,"12,00 mil. €",553875,12321,ES2,281,GB1,Girona FC,Spain,Manchester City,England
165,Diadie Samassékou,Defensive Midfield,23,"20,00 mil. €",RB Salzburg,Bundesliga,TSG Hoffenheim,Bundesliga,"12,00 mil. €",315604,409,A1,533,L1,Red Bull Salzburg,Austria,TSG 1899 Hoffenheim,Germany
166,Mickaël Cuisance,Central Midfield,20,"5,00 mil. €",Bor. M'gladbach,Bundesliga,Bayern Munich,Bundesliga,"12,00 mil. €",344600,18,L1,27,L1,Borussia Mönchengladbach,Germany,Bayern Munich,Germany
167,Alex Kral,Defensive Midfield,21,"3,50 mil. €",Slavia Prag,Fortuna Liga,Spartak Moscow,Premier Liga,"12,00 mil. €",337333,62,TS1,232,RU1,SK Slavia Prag,Czech Republic,Spartak Moscow,Russia
168,Thierry Correia,Right-Back,20,400 K €,Sporting CP,Liga NOS,Valencia,LaLiga,"12,00 mil. €",367466,336,PO1,1049,ES1,Sporting CP,Portugal,Valencia CF,Spain
169,Gerson,Central Midfield,22,"13,00 mil. €",AS Roma,Serie A,Flamengo,Série A,"11,80 mil. €",341705,12,IT1,614,BRA1,AS Roma,Italy,Clube de Regatas do Flamengo,Brazil
170,Lys Mousset,Centre-Forward,23,"3,50 mil. €",Bournemouth,Premier League,Sheffield Utd.,Premier League,"11,10 mil. €",291422,989,GB1,350,GB1,AFC Bournemouth,England,Sheffield United,England
171,Jack Clarke,Left Winger,18,"6,00 mil. €",Leeds,Championship,Spurs,Premier League,"11,00 mil. €",559794,399,GB2,148,GB1,Leeds United,England,Tottenham Hotspur,England
172,Manuel Lazzari,Right Midfield,25,"18,00 mil. €",SPAL,Serie A,Lazio,Serie A,"11,00 mil. €",331401,2722,IT1,398,IT1,SPAL,Italy,SS Lazio,Italy
173,Léo Duarte,Centre-Back,23,"4,00 mil. €",Flamengo,Série A,AC Milan,Serie A,"11,00 mil. €",312678,614,BRA1,5,IT1,Clube de Regatas do Flamengo,Brazil,AC Milan,Italy
174,Pedro,Centre-Forward,22,"18,00 mil. €",Fluminense,Série A,Fiorentina,Serie A,"11,00 mil. €",432895,2462,BRA1,430,IT1,Fluminense Football Club,Brazil,ACF Fiorentina,Italy
175,Maximilian Wöber,Centre-Back,21,"10,00 mil. €",Ajax,Eredivisie,Sevilla FC,LaLiga,"10,50 mil. €",263361,610,NL1,368,ES1,Ajax Amsterdam,Netherlands,Sevilla FC,Spain
176,Denis Vavro,Centre-Back,23,"6,00 mil. €",FC Copenhagen,Superligaen,Lazio,Serie A,"10,50 mil. €",239962,190,DK1,398,IT1,FC Copenhagen,Denmark,SS Lazio,Italy
177,Matías Vargas,Left Winger,22,"11,00 mil. €",Vélez Sarsfield,Superliga,Espanyol,LaLiga,"10,50 mil. €",376211,1029,AR1N,714,ES1,Club Atlético Vélez Sarsfield,Argentina,RCD Espanyol Barcelona,Spain
178,Maximilian Wöber,Centre-Back,21,"10,00 mil. €",Sevilla FC,LaLiga,RB Salzburg,Bundesliga,"10,50 mil. €",263361,368,ES1,409,A1,Sevilla FC,Spain,Red Bull Salzburg,Austria
179,Brian Rodríguez,Left Winger,19,"1,00 mil. €",Peñarol,Primera División,Los Angeles FC,MLS,"10,30 mil. €",465818,861,URUC,51828,MLS1,CA Peñarol,Uruguay,Los Angeles FC,United States
180,Manuel Locatelli,Central Midfield,21,"12,00 mil. €",AC Milan,Serie A,Sassuolo,Serie A,"10,00 mil. €",265088,5,IT1,6574,IT1,AC Milan,Italy,US Sassuolo,Italy
181,Ola Aina,Right-Back,23,"10,00 mil. €",Chelsea,Premier League,Torino,Serie A,"10,00 mil. €",236490,631,GB1,416,IT1,Chelsea FC,England,Torino FC,Italy
182,Portu,Attacking Midfield,27,"10,00 mil. €",Girona,LaLiga2,Real Sociedad,LaLiga,"10,00 mil. €",99353,12321,ES2,681,ES1,Girona FC,Spain,Real Sociedad,Spain
183,Breel Embolo,Centre-Forward,22,"14,00 mil. €",FC Schalke 04,Bundesliga,Bor. M'gladbach,Bundesliga,"10,00 mil. €",237662,33,L1,18,L1,FC Schalke 04,Germany,Borussia Mönchengladbach,Germany
184,Timothy Weah,Centre-Forward,19,"6,00 mil. €",Paris SG,Ligue 1,LOSC Lille,Ligue 1,"10,00 mil. €",370846,583,FR1,1082,FR1,Paris Saint-Germain,France,LOSC Lille,France
185,Trezeguet,Left Winger,25,"6,00 mil. €",Kasimpasa,Süper Lig,Aston Villa,Premier League,"10,00 mil. €",234189,10484,TR1,405,GB1,Kasimpasa,Turkey,Aston Villa,England
186,Timo Baumgartl,Centre-Back,23,"9,00 mil. €",VfB Stuttgart,2. Bundesliga,PSV Eindhoven,Eredivisie,"10,00 mil. €",187491,79,L2,383,NL1,VfB Stuttgart,Germany,PSV Eindhoven,Netherlands
187,Robert Skov,Right Winger,23,"13,00 mil. €",FC Copenhagen,Superligaen,TSG Hoffenheim,Bundesliga,"10,00 mil. €",270393,190,DK1,533,L1,FC Copenhagen,Denmark,TSG 1899 Hoffenheim,Germany
188,Erick Pulgar,Defensive Midfield,25,"10,00 mil. €",Bologna,Serie A,Fiorentina,Serie A,"10,00 mil. €",215616,1025,IT1,430,IT1,Bologna FC 1909,Italy,ACF Fiorentina,Italy
189,Hannibal Mejbri,Central Midfield,16,-,Monaco Youth,Monaco,Man Utd U18,U18 Premier League,"10,00 mil. €",607224,45617,5242,5242,AS Monaco Youth,Monaco,Manchester United U18,England,
190,Arthur Zagre,Left-Back,18,-,Paris SG,Ligue 1,Monaco,Ligue 1,"10,00 mil. €",536477,583,FR1,162,FR1,Paris Saint-Germain,France,AS Monaco,Monaco
191,Martin Braithwaite,Centre-Forward,28,"8,00 mil. €",Middlesbrough,Championship,CD Leganés,LaLiga,"9,80 mil. €",95732,641,GB2,1244,ES1,Middlesbrough FC,England,CD Leganés,Spain
192,Téji Savanier,Central Midfield,27,"12,00 mil. €",Nîmes Olympique,Ligue 1,Montpellier,Ligue 1,"9,50 mil. €",127156,1160,FR1,969,FR1,Nîmes Olympique,France,HSC Montpellier,France
193,Fabian Delph,Central Midfield,29,"15,00 mil. €",Man City,Premier League,Everton,Premier League,"9,50 mil. €",50362,281,GB1,29,GB1,Manchester City,England,Everton FC,England
194,André Carrillo,Right Winger,28,"7,00 mil. €",Benfica,Liga NOS,Hilal,Professional League,"9,50 mil. €",135057,294,PO1,1114,SA1,SL Benfica,Portugal,Al-Hilal Riyadh,Saudi Arabia
195,Merih Demiral,Centre-Back,21,"15,00 mil. €",Alanyaspor,Süper Lig,Sassuolo,Serie A,"9,25 mil. €",340879,11282,TR1,6574,IT1,Alanyaspor,Turkey,US Sassuolo,Italy
196,Kevin Mbabu,Right-Back,24,"10,00 mil. €",BSC Young Boys,Super League,VfL Wolfsburg,Bundesliga,"9,20 mil. €",183321,452,C1,82,L1,BSC Young Boys,Switzerland,VfL Wolfsburg,Germany
197,Bruno Jordão,Central Midfield,21,"1,00 mil. €",Lazio,Serie A,Wolves,Premier League,"9,20 mil. €",415646,398,IT1,543,GB1,SS Lazio,Italy,Wolverhampton Wanderers,England
198,Alberto Cerri,Centre-Forward,23,"6,00 mil. €",Juventus,Serie A,Cagliari Calcio,Serie A,"9,00 mil. €",197751,506,IT1,1390,IT1,Juventus FC,Italy,Cagliari Calcio,Italy
199,Anwar El Ghazi,Right Winger,24,"7,50 mil. €",LOSC Lille,Ligue 1,Aston Villa,Premier League,"9,00 mil. €",183720,1082,FR1,405,GB1,LOSC Lille,France,Aston Villa,England
200,Tonny Vilhena,Central Midfield,24,"14,00 mil. €",Feyenoord,Eredivisie,Krasnodar,Premier Liga,"9,00 mil. €",182581,234,NL1,16704,RU1,Feyenoord Rotterdam,Netherlands,FK Krasnodar,Russia
201,Djibril Sow,Central Midfield,22,"9,00 mil. €",BSC Young Boys,Super League,E. Frankfurt,Bundesliga,"9,00 mil. €",212723,452,C1,24,L1,BSC Young Boys,Switzerland,Eintracht Frankfurt,Germany
202,Tomas Kalas,Centre-Back,26,"4,00 mil. €",Chelsea,Premier League,Bristol City,Championship,"9,00 mil. €",148657,631,GB1,698,GB2,Chelsea FC,England,Bristol City,England
203,Youssouf Koné,Left-Back,24,"5,00 mil. €",LOSC Lille,Ligue 1,Olympique Lyon,Ligue 1,"9,00 mil. €",274484,1082,FR1,1041,FR1,LOSC Lille,France,Olympique Lyon,France
204,Flavien Tait,Left Winger,26,"8,00 mil. €",SCO Angers,Ligue 1,Stade Rennais,Ligue 1,"9,00 mil. €",202278,1420,FR1,273,FR1,SCO Angers,France,Stade Rennais FC,France
205,Takehiro Tomiyasu,Right-Back,20,"9,00 mil. €",Sint-Truiden,Jupiler Pro League,Bologna,Serie A,"9,00 mil. €",331560,475,BE1,1025,IT1,Sint-Truidense VV,Belgium,Bologna FC 1909,Italy
206,Marcus Thuram,Centre-Forward,22,"9,00 mil. €",Guingamp,Ligue 2,Bor. M'gladbach,Bundesliga,"9,00 mil. €",318528,855,FR2,18,L1,EA Guingamp,France,Borussia Mönchengladbach,Germany
207,Vincent Janssen,Centre-Forward,25,"8,00 mil. €",Spurs,Premier League,Monterrey,Liga MX Apertura,"9,00 mil. €",207015,148,GB1,2407,MEXA,Tottenham Hotspur,England,CF Monterrey,Mexico
208,Nadiem Amiri,Attacking Midfield,22,"17,00 mil. €",TSG Hoffenheim,Bundesliga,Bay. Leverkusen,Bundesliga,"9,00 mil. €",232454,533,L1,15,L1,TSG 1899 Hoffenheim,Germany,Bayer 04 Leverkusen,Germany
209,Martin Hinteregger,Centre-Back,27,"16,00 mil. €",FC Augsburg,Bundesliga,E. Frankfurt,Bundesliga,"9,00 mil. €",85789,167,L1,24,L1,FC Augsburg,Germany,Eintracht Frankfurt,Germany
210,Mateus Uribe,Central Midfield,28,"7,50 mil. €",América,Liga MX Apertura,FC Porto,Liga NOS,"9,00 mil. €",214538,3631,MEXA,720,PO1,CF América,Mexico,FC Porto,Portugal
211,Jeremiah St. Juste,Centre-Back,22,"7,50 mil. €",Feyenoord,Eredivisie,1.FSV Mainz 05,Bundesliga,"9,00 mil. €",288253,234,NL1,39,L1,Feyenoord Rotterdam,Netherlands,1.FSV Mainz 05,Germany
212,Kenneth Zohore,Centre-Forward,25,"7,00 mil. €",Cardiff,Championship,West Brom,Championship,"8,90 mil. €",135213,603,GB2,984,GB2,Cardiff City,Wales,West Bromwich Albion,England
213,Arvin Appiah,Right Winger,18,250 K €,Nottm Forest,Championship,UD Almería,LaLiga2,"8,85 mil. €",433257,703,GB2,3302,ES2,Nottingham Forest,England,UD Almería,Spain
214,Tom Heaton,Goalkeeper,33,"3,00 mil. €",Burnley,Premier League,Aston Villa,Premier League,"8,80 mil. €",34130,1132,GB1,405,GB1,Burnley FC,England,Aston Villa,England
215,Albian Ajeti,Centre-Forward,22,"7,00 mil. €",FC Basel,Super League,West Ham,Premier League,"8,70 mil. €",195906,26,C1,379,GB1,FC Basel 1893,Switzerland,West Ham United,England
216,David Luiz,Centre-Back,32,"20,00 mil. €",Chelsea,Premier League,Arsenal,Premier League,"8,70 mil. €",46741,631,GB1,11,GB1,Chelsea FC,England,Arsenal FC,England
217,Pedro Neto,Right Winger,19,"2,50 mil. €",Braga,Liga NOS,Lazio,Serie A,"8,50 mil. €",487465,1075,PO1,398,IT1,SC Braga,Portugal,SS Lazio,Italy
218,Ihlas Bebou,Right Winger,25,"12,00 mil. €",Hannover 96,2. Bundesliga,TSG Hoffenheim,Bundesliga,"8,50 mil. €",237164,42,L2,533,L1,Hannover 96,Germany,TSG 1899 Hoffenheim,Germany
219,Dominik Kohr,Central Midfield,25,"4,00 mil. €",Bay. Leverkusen,Bundesliga,E. Frankfurt,Bundesliga,"8,50 mil. €",118847,15,L1,24,L1,Bayer 04 Leverkusen,Germany,Eintracht Frankfurt,Germany
220,Zé Luís,Centre-Forward,28,"8,00 mil. €",Spartak Moscow,Premier Liga,FC Porto,Liga NOS,"8,50 mil. €",134602,232,RU1,720,PO1,Spartak Moscow,Russia,FC Porto,Portugal
221,Philippe Coutinho,Attacking Midfield,27,"90,00 mil. €",FC Barcelona,LaLiga,Bayern Munich,Bundesliga,"Loan fee:8,50 mil. €",80444,131,ES1,27,L1,FC Barcelona,Spain,Bayern Munich,Germany
222,Krystian Bielik,Centre-Back,21,"2,00 mil. €",Arsenal,Premier League,Derby,Championship,"8,20 mil. €",287247,11,GB1,22,GB2,Arsenal FC,England,Derby County,England
223,Matías Pellegrini,Left Winger,19,"1,75 mil. €",Estudiantes,Superliga,Inter Miami CF,United States,"8,10 mil. €",606267,288,AR1N,69261,Club Estudiantes de La Plata,Argentina,Inter Miami CF,United States,
224,Ionut Radu,Goalkeeper,22,"15,00 mil. €",Inter,Serie A,Genoa,Serie A,"8,00 mil. €",303657,46,IT1,252,IT1,Inter Milan,Italy,Genoa CFC,Italy
225,Luan Cândido,Left-Back,18,"4,00 mil. €",Palmeiras B,Brazil,RB Leipzig,Bundesliga,"8,00 mil. €",432166,14807,23826,23826,SE Palmeiras B,Brazil,RB Leipzig,Germany,
226,Giovanni Di Lorenzo,Right-Back,26,"9,00 mil. €",FC Empoli,Serie B,SSC Napoli,Serie A,"8,00 mil. €",169880,749,IT2,6195,IT1,FC Empoli,Italy,SSC Napoli,Italy
227,Juanmi,Right Winger,26,"8,00 mil. €",Real Sociedad,LaLiga,Real Betis,LaLiga,"8,00 mil. €",126737,681,ES1,150,ES1,Real Sociedad,Spain,Real Betis Balompié,Spain
228,Eddie Salcedo,Centre-Forward,18,"2,00 mil. €",Genoa,Serie A,Inter,Serie A,"8,00 mil. €",459661,252,IT1,46,IT1,Genoa CFC,Italy,Inter Milan,Italy
229,Jean Lucas,Central Midfield,21,"1,00 mil. €",Flamengo,Série A,Olympique Lyon,Ligue 1,"8,00 mil. €",578872,614,BRA1,1041,FR1,Clube de Regatas do Flamengo,Brazil,Olympique Lyon,France
230,Christopher Jullien,Centre-Back,26,"6,00 mil. €",Toulouse,Ligue 1,Celtic,Premiership,"8,00 mil. €",201737,415,FR1,371,SC1,FC Toulouse,France,Celtic FC,Scotland
231,Michel Vlap,Attacking Midfield,22,"8,00 mil. €",Heerenveen,Eredivisie,RSC Anderlecht,Jupiler Pro League,"8,00 mil. €",342702,306,NL1,58,BE1,SC Heerenveen,Netherlands,RSC Anderlecht,Belgium
232,Rubén Peña,Right-Back,28,"10,00 mil. €",SD Eibar,LaLiga,Villarreal,LaLiga,"8,00 mil. €",238868,1533,ES1,1050,ES1,SD Eibar,Spain,Villarreal CF,Spain
233,Rade Krunic,Central Midfield,26,"8,00 mil. €",FC Empoli,Serie B,AC Milan,Serie A,"8,00 mil. €",259953,749,IT2,5,IT1,FC Empoli,Italy,AC Milan,Italy
234,Zack Steffen,Goalkeeper,24,"5,00 mil. €",Columbus Crew,MLS,Man City,Premier League,"8,00 mil. €",221624,813,MLS1,281,GB1,Columbus Crew SC,United States,Manchester City,England
235,David Okereke,Centre-Forward,22,"6,00 mil. €",Spezia Calcio,Serie B,Club Brugge,Jupiler Pro League,"8,00 mil. €",413605,3522,IT2,2282,BE1,Spezia Calcio,Italy,Club Brugge KV,Belgium
236,Joseph Aidoo,Centre-Back,24,"4,00 mil. €",KRC Genk,Jupiler Pro League,Celta de Vigo,LaLiga,"8,00 mil. €",358250,1184,BE1,940,ES1,KRC Genk,Belgium,Celta de Vigo,Spain
237,Björn Engels,Centre-Back,25,"6,00 mil. €",Reims,Ligue 1,Aston Villa,Premier League,"8,00 mil. €",193469,1421,FR1,405,GB1,Stade Reims,France,Aston Villa,England
238,Pedro Obiang,Central Midfield,27,"7,00 mil. €",West Ham,Premier League,Sassuolo,Serie A,"8,00 mil. €",101213,379,GB1,6574,IT1,West Ham United,England,US Sassuolo,Italy
239,Ivan Sunjic,Defensive Midfield,23,"3,00 mil. €",Dinamo Zagreb,1.HNL,Birmingham,Championship,"8,00 mil. €",226097,419,KR1,337,GB2,GNK Dinamo Zagreb,Croatia,Birmingham City,England
240,Wesley Saïd,Right Winger,24,"6,00 mil. €",Dijon,Ligue 1,Toulouse,Ligue 1,"8,00 mil. €",182916,2969,FR1,415,FR1,FCO Dijon,France,FC Toulouse,France
241,Han-Noah Massengo,Central Midfield,18,"2,50 mil. €",Monaco B,Monaco,Bristol City,Championship,"8,00 mil. €",536508,9668,698,698,AS Monaco B,Monaco,Bristol City,England,
242,Ruben Aguilar,Right-Back,26,"8,00 mil. €",Montpellier,Ligue 1,Monaco,Ligue 1,"8,00 mil. €",203746,969,FR1,162,FR1,HSC Montpellier,France,AS Monaco,Monaco
243,George Puscas,Centre-Forward,23,"3,00 mil. €",Inter,Serie A,Reading,Championship,"8,00 mil. €",208690,46,IT1,1032,GB2,Inter Milan,Italy,Reading FC,England
244,Fernando Calero,Centre-Back,24,"10,00 mil. €",Real Valladolid,LaLiga,Espanyol,LaLiga,"8,00 mil. €",357884,366,ES1,714,ES1,Real Valladolid CF,Spain,RCD Espanyol Barcelona,Spain
245,Silas Wamangituka,Centre-Forward,20,"3,00 mil. €",Paris FC,Ligue 2,VfB Stuttgart,2. Bundesliga,"8,00 mil. €",612826,10004,FR2,79,L2,Paris FC,France,VfB Stuttgart,Germany
246,Ramy Bensebaini,Left-Back,24,"8,00 mil. €",Stade Rennais,Ligue 1,Bor. M'gladbach,Bundesliga,"8,00 mil. €",284732,273,FR1,18,L1,Stade Rennais FC,France,Borussia Mönchengladbach,Germany
247,Vyacheslav Karavaev,Right-Back,24,"3,00 mil. €",Vitesse,Eredivisie,Zenit S-Pb,Premier Liga,"8,00 mil. €",170620,499,NL1,964,RU1,Vitesse Arnhem,Netherlands,Zenit St. Petersburg,Russia
248,Ludovic Blas,Central Midfield,21,"5,00 mil. €",Guingamp,Ligue 2,FC Nantes,Ligue 1,"8,00 mil. €",288225,855,FR2,995,FR1,EA Guingamp,France,FC Nantes,France
249,Callum Robinson,Left Winger,24,"4,50 mil. €",Preston NE,Championship,Sheffield Utd.,Premier League,"7,80 mil. €",183299,466,GB2,350,GB1,Preston North End,England,Sheffield United,England
250,Chicharito,Centre-Forward,31,"12,00 mil. €",West Ham,Premier League,Sevilla FC,LaLiga,"7,75 mil. €",50935,379,GB1,368,ES1,West Ham United,England,Sevilla FC,Spain
251,Mamadou Loum,Defensive Midfield,22,"5,00 mil. €",Braga,Liga NOS,FC Porto,Liga NOS,"7,50 mil. €",364237,1075,PO1,720,PO1,SC Braga,Portugal,FC Porto,Portugal
252,Luciano Vietto,Centre-Forward,25,"7,00 mil. €",Atlético Madrid,LaLiga,Sporting CP,Liga NOS,"7,50 mil. €",214316,13,ES1,336,PO1,Atlético Madrid,Spain,Sporting CP,Portugal
253,Nicola Sansone,Left Winger,28,"7,50 mil. €",Villarreal,LaLiga,Bologna,Serie A,"7,50 mil. €",82048,1050,ES1,1025,IT1,Villarreal CF,Spain,Bologna FC 1909,Italy
